"","Indicator","SeriesCode","GeoAreaCode","GeoAreaName","TimePeriod","Value","Time_Detail","Source","FootNote","Nature","Units","Age","Location","Nature.1","Reporting.Type","Sex","Type.of.product","Units.1","NUM_id","ISO3CD","ISO2CD","ref.name"
"78","13.1.1","VC_DSR_DAFF",64,"Bhutan",2014,"149","2014","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",36,"BTN","BT","Bhutan"
"79","13.1.1","VC_DSR_DAFF",64,"Bhutan",2015,"95","2015","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",36,"BTN","BT","Bhutan"
"80","13.1.1","VC_DSR_DAFF",64,"Bhutan",2017,"36","2017","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",36,"BTN","BT","Bhutan"
"81","13.1.1","VC_DSR_DAFF",64,"Bhutan",2018,"30","2018","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",36,"BTN","BT","Bhutan"
"82","13.1.1","VC_DSR_DAFF",68,"Bolivia (Plurinational State of)",2005,"1225","2005","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",32,"BOL","BO","Bolivia (Plurinational State of)"
"83","13.1.1","VC_DSR_DAFF",68,"Bolivia (Plurinational State of)",2006,"685","2006","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",32,"BOL","BO","Bolivia (Plurinational State of)"
"84","13.1.1","VC_DSR_DAFF",68,"Bolivia (Plurinational State of)",2007,"2035","2007","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",32,"BOL","BO","Bolivia (Plurinational State of)"
"85","13.1.1","VC_DSR_DAFF",68,"Bolivia (Plurinational State of)",2008,"1014","2008","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",32,"BOL","BO","Bolivia (Plurinational State of)"
"86","13.1.1","VC_DSR_DAFF",68,"Bolivia (Plurinational State of)",2009,"1838","2009","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",32,"BOL","BO","Bolivia (Plurinational State of)"
"87","13.1.1","VC_DSR_DAFF",68,"Bolivia (Plurinational State of)",2010,"17234","2010","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",32,"BOL","BO","Bolivia (Plurinational State of)"
"88","13.1.1","VC_DSR_DAFF",68,"Bolivia (Plurinational State of)",2011,"10290","2011","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",32,"BOL","BO","Bolivia (Plurinational State of)"
"89","13.1.1","VC_DSR_DAFF",68,"Bolivia (Plurinational State of)",2012,"1199","2012","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",32,"BOL","BO","Bolivia (Plurinational State of)"
"90","13.1.1","VC_DSR_DAFF",68,"Bolivia (Plurinational State of)",2013,"651","2013","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",32,"BOL","BO","Bolivia (Plurinational State of)"
"91","13.1.1","VC_DSR_DAFF",68,"Bolivia (Plurinational State of)",2014,"424","2014","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",32,"BOL","BO","Bolivia (Plurinational State of)"
"92","13.1.1","VC_DSR_DAFF",68,"Bolivia (Plurinational State of)",2015,"47","2015","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",32,"BOL","BO","Bolivia (Plurinational State of)"
"93","13.1.1","VC_DSR_DAFF",72,"Botswana",2014,"0","2014","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",38,"BWA","BW","Botswana"
"94","13.1.1","VC_DSR_DAFF",72,"Botswana",2017,"283","2017","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",38,"BWA","BW","Botswana"
"95","13.1.1","VC_DSR_DAFF",72,"Botswana",2018,"262","2018","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",38,"BWA","BW","Botswana"
"96","13.1.1","VC_DSR_DAFF",84,"Belize",2007,"3","2007","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",30,"BLZ","BZ","Belize"
"97","13.1.1","VC_DSR_DAFF",84,"Belize",2008,"180119","2008","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",30,"BLZ","BZ","Belize"
"98","13.1.1","VC_DSR_DAFF",84,"Belize",2009,"20","2009","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",30,"BLZ","BZ","Belize"
"99","13.1.1","VC_DSR_DAFF",84,"Belize",2010,"1631","2010","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",30,"BLZ","BZ","Belize"
"100","13.1.1","VC_DSR_DAFF",90,"Solomon Islands",2007,"4330","2007","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",199,"SLB","SB","Solomon Islands"
"101","13.1.1","VC_DSR_DAFF",90,"Solomon Islands",2009,"118","2009","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",199,"SLB","SB","Solomon Islands"
"102","13.1.1","VC_DSR_DAFF",90,"Solomon Islands",2010,"276","2010","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",199,"SLB","SB","Solomon Islands"
"103","13.1.1","VC_DSR_DAFF",90,"Solomon Islands",2011,"7","2011","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",199,"SLB","SB","Solomon Islands"
"104","13.1.1","VC_DSR_DAFF",90,"Solomon Islands",2012,"39","2012","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",199,"SLB","SB","Solomon Islands"
"105","13.1.1","VC_DSR_DAFF",90,"Solomon Islands",2013,"852","2013","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",199,"SLB","SB","Solomon Islands"
"106","13.1.1","VC_DSR_DAFF",100,"Bulgaria",2015,"21","2015","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",25,"BGR","BG","Bulgaria"
"107","13.1.1","VC_DSR_DAFF",100,"Bulgaria",2016,"31","2016","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",25,"BGR","BG","Bulgaria"
"108","13.1.1","VC_DSR_DAFF",100,"Bulgaria",2017,"94","2017","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",25,"BGR","BG","Bulgaria"
"109","13.1.1","VC_DSR_DAFF",100,"Bulgaria",2018,"9","2018","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",25,"BGR","BG","Bulgaria"
"110","13.1.1","VC_DSR_DAFF",104,"Myanmar",2005,"80","2005","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",148,"MMR","MM","Myanmar"
"111","13.1.1","VC_DSR_DAFF",104,"Myanmar",2006,"65","2006","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",148,"MMR","MM","Myanmar"
"112","13.1.1","VC_DSR_DAFF",104,"Myanmar",2007,"59","2007","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",148,"MMR","MM","Myanmar"
"113","13.1.1","VC_DSR_DAFF",104,"Myanmar",2008,"2305","2008","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",148,"MMR","MM","Myanmar"
"114","13.1.1","VC_DSR_DAFF",104,"Myanmar",2009,"39","2009","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",148,"MMR","MM","Myanmar"
"115","13.1.1","VC_DSR_DAFF",104,"Myanmar",2010,"73","2010","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",148,"MMR","MM","Myanmar"
"116","13.1.1","VC_DSR_DAFF",104,"Myanmar",2011,"336","2011","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",148,"MMR","MM","Myanmar"
"117","13.1.1","VC_DSR_DAFF",104,"Myanmar",2012,"336","2012","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",148,"MMR","MM","Myanmar"
"118","13.1.1","VC_DSR_DAFF",104,"Myanmar",2013,"322","2013","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",148,"MMR","MM","Myanmar"
"119","13.1.1","VC_DSR_DAFF",104,"Myanmar",2014,"193","2014","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",148,"MMR","MM","Myanmar"
"120","13.1.1","VC_DSR_DAFF",104,"Myanmar",2015,"1081","2015","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",148,"MMR","MM","Myanmar"
"121","13.1.1","VC_DSR_DAFF",104,"Myanmar",2016,"2012","2016","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",148,"MMR","MM","Myanmar"
"122","13.1.1","VC_DSR_DAFF",104,"Myanmar",2017,"1917","2017","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",148,"MMR","MM","Myanmar"
"123","13.1.1","VC_DSR_DAFF",108,"Burundi",2015,"496","2015","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",19,"BDI","BI","Burundi"
"124","13.1.1","VC_DSR_DAFF",108,"Burundi",2016,"324","2016","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",19,"BDI","BI","Burundi"
"125","13.1.1","VC_DSR_DAFF",108,"Burundi",2017,"561","2017","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",19,"BDI","BI","Burundi"
"126","13.1.1","VC_DSR_DAFF",116,"Cambodia",2005,"115","2005","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",120,"KHM","KH","Cambodia"
"127","13.1.1","VC_DSR_DAFF",116,"Cambodia",2006,"377","2006","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",120,"KHM","KH","Cambodia"
"128","13.1.1","VC_DSR_DAFF",116,"Cambodia",2007,"625","2007","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",120,"KHM","KH","Cambodia"
"129","13.1.1","VC_DSR_DAFF",116,"Cambodia",2008,"507","2008","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",120,"KHM","KH","Cambodia"
"130","13.1.1","VC_DSR_DAFF",116,"Cambodia",2009,"22376","2009","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",120,"KHM","KH","Cambodia"
"131","13.1.1","VC_DSR_DAFF",116,"Cambodia",2010,"738","2010","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",120,"KHM","KH","Cambodia"
"132","13.1.1","VC_DSR_DAFF",116,"Cambodia",2011,"3063","2011","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",120,"KHM","KH","Cambodia"
"133","13.1.1","VC_DSR_DAFF",116,"Cambodia",2012,"590","2012","United Nations Office for Disaster Risk Reduction (2019)","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).",NA,"PER_100000_POP","","",NA,"G","","","PER_100000_POP",120,"KHM","KH","Cambodia"
